"Authors","Author full names","Author(s) ID","Title","Year","Source title","Link","Abstract","Author Keywords","Index Keywords"
"Castle E.N.; Youmans R.C.","Castle, Emery N. (6701626692); Youmans, Russell C. (57153748100)","6701626692; 57153748100","Economics in regional water research and policy","1968","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66549105458&doi=10.2307%2f1237369&partnerID=40&md5=000579dfa546124d6cf0d168be0423b4","[No abstract available]","",""
"CAREY O.L.","CAREY, OMER L. (57190334155)","57190334155","THE ECONOMICS OF RECREATION: PROGRESS AND PROBLEMS – REPLY","1966","Economic Inquiry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979183421&doi=10.1111%2fj.1465-7295.1966.tb00945.x&partnerID=40&md5=8c97e76e9752f8299cc6e9bfcb50209d","[No abstract available]","",""
"Krappinger O.","Krappinger, Odo (6507208734)","6507208734","Some Stochastic Aspects of Ship Design Economics","1967","Engineering Economist","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946639186&doi=10.1080%2f00137916708965120&partnerID=40&md5=8f8ffd33bf7a0f04fd8bc3b984327986","[No abstract available]","",""
"Gardner B.D.","Gardner, B. Delworth (7103317755)","7103317755","Discussion: Economics of stock natural resource use","1968","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960593276&doi=10.2307%2f1237366&partnerID=40&md5=af3f8658ea0e82f1a017a933ff7fbe7d","[No abstract available]","",""
"Sirc L.","Sirc, Ljubo (6504185929)","6504185929","Economics of collectivization","1967","Soviet Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447484747&doi=10.1080%2f09668136708410543&partnerID=40&md5=893a355758c9fe8e56b7f03820e9e41c","[No abstract available]","",""
"KAWAJA M.","KAWAJA, MICHAEL (57190317888)","57190317888","THE ECONOMICS OF STATUTORY CEILINGS ON CONSUMER CREDIT CHARGES","1967","Economic Inquiry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979183261&doi=10.1111%2fj.1465-7295.1967.tb01947.x&partnerID=40&md5=d90b2ea2b2f1f4ecb328e8d61f39a1cc","[No abstract available]","",""
"THOMAS H.A.","THOMAS, H.A. (57188781652)","57188781652","ASPECTS OF THE ECONOMICS OF LANDOWNERSHIP","1967","Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979182290&doi=10.1111%2fj.1477-9552.1967.tb00137.x&partnerID=40&md5=b38a957bff4f310f4da059979066704e","There will be an increasing demand for additional capital as the pattern of landownership changes. In the past it was easier t o acquire on the death of a landowner a large block of land but as this land becomes broken up and becomes less homogeneous as far as landownership is concerned, this will give rise t o many social and economic problems. Undoubtedly the dead hand of the past lies heavily on the present and future pattern of British agriculture. There is a need for a change in attitude towards the new class of landowners, and for research on the implication of continuing policies that were initiated in times when there was reaction against landownership held by a few privileged individuals. It is hkely that if attention is not paid to these aspects we are likely to see landownership being transferred to institutional bodies. The past system of landownership on a personal basis will be replaced by various institutional arrangements on a very impersonal basis. Owner‐occupiers (particularly those above 600 S.M.D.) faced with increasing charges for purchasing and servicing of landlord responsibilities will be forced to intensify their production and may demand greater support from government sources. It is suggested that as an immediate measure in addition to collecting information on a net farm income basis, data should be collected on the networth of individual farm businesses as well as of the industry as a whole. Non‐agriculutural presswes en on land values need tc be considered. In the marginal areas part‐time farming, together with tourism, or integration with other pursuits such as afforestation, appear to be sound enough proposals in general, but difficult to implement for the individual. More research work is required to assist us to deal with this problem of change of landownership and its interaction on the competing demands for capital. Copyright © 1967, Wiley Blackwell. All rights reserved","",""
"Ezekiel M.","Ezekiel, Mordecai (57166124900)","57166124900","Henry a. wallace, agricultural economist","1966","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0343975735&doi=10.1093%2fajae%2f48-4_Part_I.789&partnerID=40&md5=84952c6b99600b12a24202d3d51a19cb","The contributions of the late Henry A. Wallace to agriculture, especially in the field of agricultural economics, are reviewed by one who worked with him during his years as Secretary of Agriculture. His early studies in agricultural prices, his pioneer use of statistical tools in price prediction, and his work on hybridizing corn are recalled. His work as Secretary included drafting competent agricultural economists for key posts in the Department, insisting on careful economic study as a prelude to decision making, establishing a Consumer's Council as a watchdog for consumer interests, and improving conditions for farmers through production control, soil conservation, government purchase and storage of surplus crops, rural resettlement, and rural electrification. As Vice-President, he created the Board of Economic Warfare and directed its planning toward achieving the right kind of peace. As Secretary of Commerce, he supported the Full Employment Act. After his retirement from public life, he continued to work on increasing the productivity of poultry and farm plants. Throughout his life, his concern for the common man in the underdeveloped nations led him to support proposals which later were actualized in such organizations as the FAO and AID. © 1966, Oxford University Press.","",""
"","","","Topical problems of german-indonesian trade interview with senator Helmuth Kern, president of the department for economics and transport of the free and hanseatic town of Hamburg","1966","Intereconomics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52449139536&doi=10.1007%2fBF02923298&partnerID=40&md5=2f4902ecbdae9f94a60a47c05167b676","[No abstract available]","",""
"Jooste J.","Jooste, J. (56994677400)","56994677400","An Investigation into the Economics of Sheep Farming","1965","Agrekon","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949359484&doi=10.1080%2f03031853.1965.9524339&partnerID=40&md5=9c346116604ac654f5a939cd00e45ded","[No abstract available]","",""
"Simon J.L.","Simon, J.L. (56322392600)","56322392600","A hugh marketing research task: birth control.","1968","JMR, Journal of marketing research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014245427&doi=10.1177%2f002224376800500102&partnerID=40&md5=b9aaed905b161d9e436b43e6d77ad665","[No abstract available]","","Developing Countries; Economics; Family Planning Services; Health Knowledge, Attitudes, Practice; Health Services Research; Marketing of Health Services; Philosophy; Research; Action Research; Developing Countries; Economic Factors; Family Planning; Kap; Marketing; Philosophical Overview; Research Methodology; MLCS; MLOWN; action research; article; attitude to health; developing country; Economic Factors; economics; family planning; financial management; health services research; Kap; marketing; methodology; Philosophical Overview; philosophy; research"
"Froman Jr. L.A.","Froman Jr., Lewis A. (16534571400)","16534571400","On paradigms in political science and economics","1967","Public Choice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250529742&doi=10.1007%2fBF01719139&partnerID=40&md5=22ebea96f5cc1c7e6aeebcdfee8c8b7f","[No abstract available]","",""
"Krenz R.D.","Krenz, Ronald D. (57153797700)","57153797700","Discussion: The changing role of production economics","1967","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960557818&doi=10.2307%2f1237050&partnerID=40&md5=2cbead84c6a51e509249527cd49a0c4d","[No abstract available]","",""
"FURNISS I.F.; GUSTAFSSON BENGT.","FURNISS, I.F. (6602177908); GUSTAFSSON, BENGT. (57190146319)","6602177908; 57190146319","PROJECTING CANADIAN DAIRY FARM STRUCTURE USING MARKOV PROCESSES","1968","Canadian Journal of Agricultural Economics/Revue canadienne d'agroeconomie","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959731413&doi=10.1111%2fj.1744-7976.1968.tb02432.x&partnerID=40&md5=04d08671b363056e95cb5c3ce4cf7984","This paper reports on an application of the Markov chain process to an analysis of the size structure of the primary Canadian dairy industry. On the basis of observed changes in the size distribution of “census” farms with milk cows from 1961 to 1966, projections were made of the numbers of these farms by herd size for the years 1971 and 1981. It is projected that by the year 1981 there will be 109,200 farms with milk cows in Canada, a 51 per cent decline from the numbers in 1966. All of the decrease will occur in the smaller size herds of less than 33 cows. Farms with herd sizes larger than this are expected to increase in numbers. Projections were made separately for Ontario and Quebec. © 1968 by the Canadian Agricultural Economics Society","",""
"Weisbrod W.L.; Weisbrod B.A.","Weisbrod, W. Lee (57215758925); Weisbrod, Burton A. (6701410902)","57215758925; 6701410902","Economics of the military draft","1967","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963022461&doi=10.2307%2f1884808&partnerID=40&md5=6a8dce5c65c5aa32ade9fb4db415e543","[No abstract available]","",""
"Smith B.J.","Smith, B.J. (57165019100)","57165019100","Should the afea institute standards for advanced ce:degrees in agricultural economics?","1966","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960551787&doi=10.2307%2f1236186&partnerID=40&md5=caa606fbe1f0bf35b2ca5d5878d97486","[No abstract available]","",""
